CustomerId,Surname,Gender,Birth Date,City,Country,Salary,CreditScore,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Balance,Exited
15717426,Armstrong,Male,1985-06-25,Lyon,France,40812.9,850.0,7.0,1.0,1.0,1,,0
15585768,Cameron,Male,1980-07-01,Hamburg,Germany,178074.04,582.0,6.0,2.0,0.0,1,70349.48,0
15585768,Cameron,Male,1980-07-01,Hamburg,Germany,178074.04,582.0,6.0,2.0,0.0,1,70349.48,0
15619360,Hsiao,Male,1981-07-19,Madrid,Spain,70154.22,472.0,4.0,1.0,1.0,0,,0
15738148,Clarke,Female,1970-06-12,Nice,France,181297.65,465.0,8.0,1.0,0.0,0,122522.32,1
15687946,Osborne,Female,1960-11-20,Paris,France,94153.83,556.0,2.0,1.0,1.0,1,117419.35,0
15755196,Lavine,Female,1972-10-21,Paris,France,194365.76,834.0,2.0,1.0,0.0,0,131394.56,1
15684171,Bianchi,Female,1960-03-05,Barcelona,Spain,158338.39,660.0,5.0,1.0,1.0,1,155931.11,0
15754849,Tyler,Female,1989-08-03,Hamburg,Germany,126517.46,776.0,4.0,2.0,1.0,1,109421.13,0
15754849,Tyler,Female,1989-08-03,Hamburg,Germany,126517.46,776.0,4.0,2.0,1.0,1,109421.13,0
15602280,Martin,Female,1994-01-06,Munich,Germany,119708.21,829.0,9.0,1.0,1.0,1,112045.67,1
15771573,Okagbue,Female,1982-08-16,Berlin,Germany,117622.8,637.0,9.0,1.0,1.0,1,137843.8,1
15766205,Yin,Male,1983-06-07,Berlin,Germany,90878.13,550.0,2.0,1.0,0.0,1,103391.38,0
15771873,Buccho,Female,1984-01-30,Berlin,Germany,194099.12,776.0,2.0,2.0,1.0,0,103769.22,0
15616550,Chidiebele,Male,1977-12-13,Berlin,Germany,198059.16,698.0,10.0,2.0,1.0,0,116363.37,0
15768193,Trevisani,Male,1985-06-15,Berlin,Germany,86424.57,585.0,5.0,2.0,0.0,0,146050.97,0
15683553,O'Brien,Female,1988-04-18,Paris,France,116978.19,788.0,5.0,2.0,0.0,0,,0
15702298,Parkhill,Male,1980-11-06,Hamburg,Germany,164040.94,655.0,8.0,1.0,0.0,0,125561.97,1
15569590,Yoo,Male,1979-06-13,Hamburg,Germany,40014.76,601.0,1.0,1.0,1.0,0,98495.72,1
15760861,Phillipps,Male,1978-06-10,Paris,France,113410.49,619.0,1.0,1.0,1.0,1,125211.92,0
15630053,Tsao,Male,1976-04-14,Lyon,France,87107.57,656.0,5.0,1.0,1.0,0,127864.4,0
15647091,Endrizzi,Male,2002-08-05,Berlin,Germany,45613.75,725.0,0.0,1.0,0.0,0,75888.2,0
15623944,T'ien,Female,1955-12-13,Seville,Spain,1643.11,511.0,4.0,1.0,1.0,0,,1
15804771,Velazquez,Male,1970-05-11,Paris,France,46775.28,614.0,4.0,1.0,1.0,1,40685.92,0
15651280,Hunter,Male,1986-04-10,Hamburg,Germany,84509.57,742.0,5.0,1.0,0.0,0,136857.0,0
15773469,Clark,Female,1994-02-09,Berlin,Germany,126494.82,687.0,9.0,2.0,0.0,0,152328.88,0
15702014,Jeffrey,Male,1988-03-25,Valencia,Spain,178798.13,555.0,1.0,2.0,0.0,0,56084.69,0
15751208,Pirozzi,Male,1965-01-06,Barcelona,Spain,99398.36,684.0,8.0,1.0,1.0,1,78707.16,0
15592461,Jackson,Male,1995-07-03,Hamburg,Germany,92840.67,603.0,4.0,1.0,1.0,1,109166.37,0
15789484,Hammond,Female,1985-02-19,Munich,Germany,27758.36,751.0,6.0,2.0,1.0,1,169831.46,0
15696061,Brownless,Female,1987-02-21,Hamburg,Germany,110431.51,581.0,1.0,1.0,1.0,0,101633.04,0
15641582,Chibugo,Male,1978-07-29,Berlin,Germany,196673.28,735.0,10.0,2.0,1.0,1,123180.01,0
15638424,Glauert,Female,1986-04-02,Berlin,Germany,113656.85,661.0,5.0,2.0,0.0,1,150725.53,0
15755648,Pisano,Female,2000-08-13,Marseile,France,18203.0,675.0,8.0,1.0,1.0,0,98373.26,0
15703793,Konovalova,Male,1963-08-19,Berlin,Germany,28373.86,738.0,2.0,4.0,1.0,0,133745.44,1
15620344,McKee,Male,1992-11-05,Paris,France,33953.87,813.0,6.0,1.0,1.0,0,,0
15812518,Palermo,Female,1984-10-21,Valencia,Spain,44203.55,657.0,0.0,1.0,0.0,1,163607.18,0
15779052,Ballard,Female,1996-01-09,Hamburg,Germany,58426.81,604.0,5.0,2.0,1.0,1,157780.84,0
15770811,Wallace,Male,1985-05-23,Paris,France,145562.4,519.0,9.0,2.0,0.0,1,,0
15780961,Cavenagh,Female,2000-03-27,Paris,France,22388.0,735.0,1.0,2.0,1.0,0,178718.19,0
15614049,Hu,Male,1966-05-07,Paris,France,139161.64,664.0,8.0,2.0,1.0,1,,0
15662085,Read,Female,1989-07-10,Paris,France,148210.64,678.0,9.0,1.0,1.0,1,,0
15575185,Bushell,Male,1988-06-16,Granada,Spain,194239.63,757.0,5.0,1.0,0.0,1,77253.22,0
15803136,Postle,Female,1980-07-11,Hamburg,Germany,98301.61,416.0,10.0,2.0,1.0,0,122189.66,0
15706021,Buley,Female,1987-02-14,Nice,France,171413.66,665.0,1.0,2.0,0.0,0,96645.54,0
15663706,Leonard,Female,1989-06-11,Paris,France,136458.19,777.0,2.0,1.0,1.0,0,,1
15641732,Mills,Female,1985-08-27,Marseile,France,26019.59,543.0,3.0,2.0,0.0,0,,0
15701164,Onyeorulu,Female,1987-01-23,Paris,France,159235.29,506.0,4.0,1.0,1.0,1,90307.62,0
15738751,Beit,Female,1975-04-16,Paris,France,1907.66,493.0,4.0,2.0,1.0,0,,0
15805254,Ndukaku,Female,1946-04-07,Madrid,Spain,114675.75,652.0,10.0,2.0,1.0,1,,0
15762418,Gant,Male,1999-01-12,Madrid,Spain,128643.35,750.0,3.0,1.0,1.0,0,121681.82,1
15625759,Rowley,Male,1991-02-28,Marseile,France,151869.35,729.0,9.0,2.0,1.0,0,,0
15622897,Sharpe,Female,1975-02-02,Nice,France,93251.42,646.0,4.0,3.0,1.0,0,,1
15767954,Osborne,Female,1993-01-05,Berlin,Germany,156791.36,635.0,3.0,2.0,1.0,1,81623.67,0
15757535,Heap,Female,1977-03-17,Barcelona,Spain,174205.22,647.0,5.0,3.0,1.0,1,,1
15731511,Ritchie,Male,1976-11-21,Lyon,France,147132.46,808.0,7.0,2.0,1.0,0,118626.55,0
15809248,Cole,Female,1985-04-07,Paris,France,109614.57,524.0,10.0,2.0,1.0,0,,0
15640635,Capon,Male,1992-06-07,Paris,France,172290.61,769.0,8.0,2.0,1.0,1,,0
15676966,Capon,Male,1979-04-24,Barcelona,Spain,85982.47,730.0,4.0,2.0,0.0,1,,0
15699461,Fiorentini,Male,1986-05-02,Madrid,Spain,,515.0,10.0,1.0,0.0,1,176273.95,0
15738721,Graham,Male,1980-03-06,Barcelona,Spain,64595.25,773.0,9.0,1.0,0.0,1,102827.44,0
15693683,Yuille,Male,1992-10-11,Berlin,Germany,197276.13,814.0,8.0,2.0,1.0,1,97086.4,0
15604348,Allard,Male,1999-02-12,Barcelona,Spain,99645.04,710.0,8.0,2.0,0.0,0,,0
15633059,Fanucci,Male,1987-08-13,Marseile,France,6534.18,413.0,9.0,2.0,0.0,0,,0
15808582,Fu,Female,1981-09-18,Paris,France,161848.03,665.0,6.0,1.0,1.0,1,,0
15743192,Hung,Female,1977-05-23,Marseile,France,167162.43,623.0,6.0,2.0,0.0,0,,0
15580146,Hung,Male,1990-02-11,Paris,France,41970.72,738.0,9.0,1.0,1.0,0,82674.15,0
15776605,Bradley,Male,1985-09-24,Madrid,Spain,60536.56,528.0,7.0,2.0,1.0,0,,0
15804919,Dunbabin,Female,1956-11-17,Madrid,Spain,177655.68,670.0,1.0,1.0,,1,,1
15613854,Mauldon,Female,1975-07-19,Madrid,Spain,30984.59,622.0,4.0,2.0,1.0,1,107073.27,1
15599195,Stiger,Male,1989-07-14,Berlin,Germany,10054.53,582.0,1.0,1.0,1.0,1,88938.62,0
15812878,Parsons,Female,1985-04-06,Berlin,Germany,36976.52,785.0,2.0,1.0,0.0,1,99806.85,0
15602312,Walkom,Male,1988-12-28,Granada,Spain,71862.79,605.0,5.0,1.0,0.0,0,150092.8,0
15744689,T'ang,Male,1986-02-06,Munich,Germany,99449.86,479.0,9.0,1.0,1.0,0,92833.89,1
15803526,Eremenko,Male,1991-09-12,Berlin,Germany,63082.88,685.0,3.0,1.0,0.0,1,90536.81,0
15665790,Rowntree,Male,1982-08-08,Hamburg,Germany,27231.26,538.0,7.0,2.0,1.0,0,108055.1,0
15715951,Thorpe,Male,1979-05-28,Marseile,France,86797.41,562.0,2.0,1.0,0.0,0,100238.35,0
15591100,Chiemela,Male,1985-08-29,Barcelona,Spain,22994.32,675.0,9.0,1.0,0.0,1,106190.55,0
15609618,Fanucci,Male,1993-09-24,Berlin,Germany,101300.94,721.0,9.0,2.0,0.0,1,154475.54,1
15675522,Ko,Female,1991-01-23,Hamburg,Germany,74169.13,628.0,9.0,2.0,1.0,1,132351.29,0
15705512,Welch,Female,1984-02-17,Hamburg,Germany,115638.29,668.0,6.0,1.0,1.0,0,167864.4,0
15698028,Duncan,Female,1980-11-25,Paris,France,31766.3,506.0,1.0,2.0,1.0,0,,0
15661670,Chidozie,Female,1990-04-18,Hamburg,Germany,199725.39,524.0,8.0,1.0,1.0,0,107818.63,1
15600781,Wu,Male,1987-10-07,Berlin,Germany,120834.48,699.0,4.0,2.0,1.0,0,185173.81,0
15682472,Culbreth,Male,1987-11-22,Paris,France,38131.77,828.0,8.0,2.0,0.0,0,129433.34,0
15580203,Kennedy,Male,1982-07-13,Madrid,Spain,100130.95,674.0,6.0,1.0,0.0,0,120193.42,0
15690673,Cameron,Female,1982-01-13,Paris,France,141069.88,656.0,6.0,2.0,1.0,0,,0
15760085,Calabresi,Female,1973-09-29,Hamburg,Germany,198129.36,684.0,10.0,1.0,1.0,1,21126384.42,0
15779659,Zetticci,Female,1993-03-04,Paris,France,183646.41,625.0,3.0,1.0,0.0,0,,0
15627360,Fuller,Male,1979-03-30,Paris,France,110265.24,432.0,9.0,1.0,1.0,0,152603.45,1
15671137,MacDonald,Female,1969-04-12,Paris,France,8636.05,549.0,1.0,1.0,0.0,1,,1
15782688,Piccio,Male,1965-10-26,Hamburg,Germany,46824.08,625.0,0.0,1.0,1.0,0,148507.24,1
15575492,Kennedy,Female,1980-01-06,Paris,France,171378.77,828.0,7.0,2.0,1.0,0,,0
15591607,Fernie,Male,1997-08-16,Paris,France,167256.35,770.0,9.0,1.0,1.0,0,101827.07,0
15740404,He,Female,1987-12-31,Paris,France,124226.16,758.0,3.0,2.0,1.0,1,,0
15718369,Kaodilinakachukwu,Female,1988-06-23,Berlin,Germany,114935.21,795.0,9.0,1.0,,1,130862.43,0
15677871,Cocci,Male,1983-09-30,Lyon,France,35608.88,687.0,9.0,1.0,1.0,1,122570.87,0
15642004,Alekseeva,Male,1996-08-15,Marseile,France,16459.37,686.0,1.0,2.0,0.0,1,,0
15712543,Chinweike,Male,1982-01-15,Berlin,Germany,124411.08,789.0,7.0,2.0,1.0,1,124828.46,0
15584518,Arthur,Female,1971-09-07,Hamburg,Germany,34941.23,589.0,5.0,2.0,1.0,1,144895.05,0
15802381,Li,Female,1987-06-30,Hamburg,Germany,167784.28,461.0,5.0,1.0,0.0,1,63663.93,0
15610156,Ma,Male,1981-09-11,Marseile,France,93165.34,637.0,2.0,1.0,0.0,1,133463.1,0
15594408,Chia,Female,1973-07-19,Barcelona,Spain,75161.25,584.0,2.0,1.0,1.0,0,213146.2,1
15640905,Vasin,Female,1986-02-07,Seville,Spain,8590.83,579.0,1.0,2.0,0.0,1,129490.36,1
15640905,Vasin,Female,1986-02-07,Seville,Spain,8590.83,579.0,1.0,2.0,0.0,1,129490.36,1
15698932,Groves,Male,1977-10-31,Hamburg,Germany,189543.9,756.0,10.0,1.0,1.0,0,137452.09,0
15724944,Tien,Male,1987-02-20,Paris,France,180427.24,663.0,7.0,2.0,1.0,1,,0
15628145,Forwood,Female,1978-10-27,Paris,France,193318.33,682.0,5.0,1.0,1.0,1,125851.93,0
15713483,Greeves,Male,1969-10-12,Madrid,Spain,159123.82,793.0,2.0,1.0,1.0,0,,1
15612350,Taylor,Female,1990-12-31,Marseile,France,126213.84,691.0,5.0,1.0,1.0,0,40915.55,1
15800703,Madukwe,Female,2000-05-30,Seville,Spain,54141.5,485.0,5.0,1.0,1.0,1,113157.22,0
15705707,Bennelong,Female,1992-11-25,Granada,Spain,141075.51,635.0,8.0,2.0,1.0,0,138296.94,0
15754105,Olisanugo,Male,1984-08-09,Paris,France,24495.03,650.0,5.0,1.0,0.0,0,106967.18,0
15703264,Chukwufumnanya,Male,1977-01-04,Paris,France,74836.34,735.0,9.0,1.0,1.0,0,120681.63,0
15794413,Harris,Male,1989-07-13,Paris,France,878.87,416.0,0.0,2.0,0.0,1,,0
15650237,Morgan,Female,1989-01-17,Madrid,Spain,89520.75,754.0,7.0,2.0,1.0,0,,0
15759618,Alexeeva,Female,1973-05-04,Marseile,France,149892.79,535.0,9.0,1.0,1.0,0,,1
15811589,Metcalfe,Male,1979-04-09,Palma,Spain,180800.42,716.0,8.0,2.0,1.0,0,,0
15689044,Humphries,Male,1984-09-24,Lyon,France,98646.22,539.0,2.0,1.0,1.0,0,127609.59,0
15709368,Milne,Female,1978-06-18,Paris,France,109041.53,614.0,6.0,2.0,1.0,1,,0
15679145,Chou,Male,1964-12-31,Madrid,Spain,17941.16,706.0,7.0,1.0,1.0,0,,1
15655007,Li,Female,1988-07-12,Paris,France,82996.47,758.0,7.0,2.0,0.0,0,,0
15655007,Li,Female,1988-07-12,Paris,France,82996.47,758.0,7.0,2.0,0.0,0,,0
15655007,Li,Female,1988-07-12,Paris,France,82996.47,758.0,7.0,2.0,0.0,0,,0
15623595,Clayton,Female,1993-07-23,Barcelona,Spain,92067.35,586.0,2.0,2.0,1.0,1,,0
15589975,Maclean,Female,1948-11-18,Paris,France,104719.66,646.0,6.0,1.0,0.0,1,97259.25,0
15804017,Chigolum,Female,1988-09-19,Munich,Germany,112687.57,631.0,4.0,1.0,0.0,0,123246.7,0
15692132,Wilkinson,Female,1999-08-15,Madrid,Spain,84699.56,717.0,6.0,1.0,0.0,1,101060.25,0
15641122,Wei,Male,1991-08-21,Nice,France,83473.82,684.0,2.0,2.0,1.0,0,,0
15630910,Treacy,Female,1972-02-02,Paris,France,47125.11,800.0,7.0,1.0,0.0,0,108007.36,0
15680772,Hu,Female,1985-01-14,Barcelona,Spain,106977.8,721.0,2.0,2.0,1.0,1,,0
15658929,Taverner,Male,1992-01-03,Barcelona,Spain,55582.54,683.0,0.0,1.0,1.0,0,133702.89,1
15585388,Sherman,Male,1990-01-17,Berlin,Germany,139874.43,660.0,9.0,2.0,1.0,1,125189.75,0
15724623,Taubman,Female,1997-01-31,Berlin,Germany,162503.48,704.0,7.0,1.0,1.0,0,113034.22,1
15588537,Robinson,Female,1980-09-05,Barcelona,Spain,196499.96,615.0,9.0,1.0,1.0,0,109013.23,0
15574692,Pinto,Female,1982-01-14,Madrid,Spain,40721.24,667.0,2.0,2.0,1.0,0,,1
15611325,Wood,Male,1997-02-09,Berlin,Germany,53134.3,682.0,9.0,2.0,0.0,0,57929.81,0
15587562,Hawkins,Female,1992-04-27,Paris,France,164017.89,484.0,4.0,1.0,1.0,0,130114.39,0
15613172,Sun,Male,1994-06-17,Berlin,Germany,155996.96,628.0,5.0,2.0,1.0,0,95826.49,0
15651022,Yost,Male,1977-08-23,Hamburg,Germany,5472.7,480.0,10.0,1.0,1.0,0,129608.57,1
15586310,Ting,Male,1991-01-17,Paris,France,112187.11,578.0,4.0,1.0,1.0,0,169462.09,0
15625524,Rowe,Male,1981-05-20,Marseile,France,146457.83,512.0,5.0,2.0,1.0,1,,0
15755209,Fu,Female,1986-01-23,Barcelona,Spain,27286.1,484.0,7.0,1.0,1.0,1,133868.21,0
15645248,Ho,Female,1991-07-27,Paris,France,130553.47,510.0,0.0,2.0,1.0,1,,0
15790355,Okechukwu,Male,1985-05-31,Berlin,Germany,179351.89,606.0,5.0,2.0,0.0,0,190479.48,0
15762615,Campbell,Female,1981-07-20,Barcelona,Spain,94774.12,597.0,8.0,1.0,0.0,1,101993.12,0
15625426,Ashbolt,Female,1966-08-25,Berlin,Germany,8080.85,754.0,3.0,1.0,1.0,0,161608.81,1
15716334,Rozier,Female,1976-03-12,Madrid,Spain,19482.5,850.0,2.0,1.0,1.0,1,122311.21,0
15789669,Hsia,Male,1956-11-19,Paris,France,48071.61,510.0,2.0,2.0,1.0,1,,0
15621075,Ogbonnaya,Female,1976-12-04,Munich,Germany,174531.27,778.0,1.0,2.0,1.0,0,162150.42,0
15810845,T'ang,Male,1979-04-01,Paris,France,55470.78,636.0,2.0,2.0,1.0,1,,0
15719377,Cocci,Female,1971-10-09,Paris,France,8546.87,804.0,4.0,1.0,1.0,1,,1
15654506,Chang,Male,1989-02-15,Paris,France,95857.18,514.0,8.0,2.0,1.0,0,,0
15771977,T'ao,Female,1982-03-07,Paris,France,194945.8,730.0,1.0,1.0,1.0,0,99010.67,0
15708710,Ford,Female,1984-11-30,Barcelona,Spain,131521.72,525.0,0.0,1.0,0.0,1,,0
15726676,Marshall,Male,1991-03-03,Valencia,Spain,196108.51,616.0,5.0,2.0,0.0,1,,0
15587421,Tsai,Female,1987-01-08,Berlin,Germany,148564.76,687.0,7.0,2.0,1.0,0,111388.18,0
15726931,Onwumelu,Female,1980-07-16,Nice,France,92982.61,715.0,8.0,2.0,0.0,0,56214.85,1
15771086,Graham,Female,1985-05-13,Paris,France,17675.36,512.0,3.0,2.0,1.0,0,84327.77,0
15756850,Golovanov,Male,1981-04-19,Paris,France,114996.43,479.0,1.0,2.0,0.0,0,,0
15702741,Potts,Male,1989-06-06,Paris,France,86957.42,601.0,8.0,1.0,1.0,0,93012.89,0
15679200,Crawford,Male,1992-04-07,Barcelona,Spain,128077.8,580.0,9.0,2.0,1.0,0,61710.44,0
15594815,Aleshire,Male,1986-10-28,Paris,France,600.36,807.0,3.0,1.0,1.0,1,174790.15,0
15635905,Moran,Female,1989-12-01,Madrid,Spain,43001.46,616.0,6.0,2.0,1.0,1,,0
15777892,Samsonova,Male,1984-01-15,Berlin,Germany,158591.12,721.0,3.0,1.0,1.0,1,107720.64,0
15656176,Jenkins,Male,1964-11-16,Paris,France,47847.19,501.0,10.0,2.0,1.0,1,,0
15811127,Volkov,Male,1986-02-23,Paris,France,10488.44,521.0,6.0,1.0,1.0,0,96423.84,0
15604482,Chiemezie,Male,1991-12-28,Madrid,Spain,5978.2,850.0,2.0,1.0,1.0,1,141040.01,0
15622911,Jude,Male,1979-08-21,Paris,France,121409.06,759.0,4.0,1.0,0.0,1,105420.18,0
15600974,He,Male,1971-03-12,Valencia,Spain,146145.93,516.0,5.0,1.0,0.0,1,,1
15727868,Onuora,Female,1983-03-23,Lyon,France,14374.86,711.0,2.0,2.0,1.0,1,129022.06,1
15627801,Ginikanwa,Male,1988-08-03,Madrid,Spain,94670.77,512.0,3.0,1.0,1.0,0,176666.62,0
15773039,Ku,Male,1984-03-16,Marseile,France,179670.31,550.0,3.0,1.0,1.0,1,,0
15755262,McDonald,Female,1980-08-20,Madrid,Spain,199304.74,608.0,3.0,1.0,0.0,0,89763.84,1
15679531,Collins,Male,1987-11-11,Paris,France,151954.39,618.0,5.0,1.0,1.0,1,134954.53,0
15684181,Hackett,Male,1976-01-12,Paris,France,142513.5,643.0,5.0,1.0,1.0,0,,1
15612087,Dike,Male,1976-12-22,Paris,France,158264.62,671.0,2.0,1.0,0.0,1,106376.85,0
15752047,Trevisano,Male,1988-05-11,Munich,Germany,169381.9,689.0,2.0,2.0,1.0,0,161814.64,0
15624592,Tan,Male,1990-12-09,Marseile,France,169915.02,603.0,8.0,2.0,1.0,1,,0
15573152,Glassman,Female,1980-03-18,Marseile,France,88852.47,620.0,9.0,2.0,0.0,0,,0
15594917,Miller,Female,1987-04-26,Paris,France,40645.81,676.0,1.0,1.0,1.0,1,63095.01,0
15785542,Kornilova,Male,1995-06-14,Hamburg,Germany,60427.3,572.0,4.0,2.0,0.0,0,118287.01,0
15723488,Watson,Male,1974-10-23,Munich,Germany,157959.02,668.0,7.0,1.0,0.0,1,106854.21,1
15680920,Marchesi,Male,1975-01-05,Paris,France,133007.34,695.0,7.0,1.0,1.0,0,49512.55,0
15786308,Millar,Female,1988-01-07,Madrid,Spain,176576.62,730.0,9.0,2.0,0.0,0,,0
15659366,Shih,Male,1978-12-11,Paris,France,34888.04,807.0,1.0,2.0,1.0,0,105799.32,1
15774854,Fuller,Male,1967-03-30,Paris,France,28737.71,592.0,8.0,1.0,1.0,1,,1
15725311,Hay,Female,1990-04-03,Paris,France,98178.57,726.0,9.0,2.0,1.0,1,114722.05,0
15787155,Yang,Male,1991-11-28,Barcelona,Spain,125010.24,514.0,7.0,1.0,0.0,1,,0
15727829,McIntyre,Male,1979-03-10,Paris,France,167984.61,567.0,2.0,2.0,1.0,1,,0
15733247,Stevenson,Male,1988-02-29,Marseile,France,4861.72,850.0,10.0,1.0,1.0,0,,1
15568748,Poole,Male,1976-12-15,Berlin,Germany,108872.45,671.0,6.0,1.0,1.0,1,99564.22,1
15699029,Bagley,Male,1984-06-08,Paris,France,198252.88,670.0,4.0,2.0,1.0,0,170557.91,0
15774393,Ch'ien,Female,1991-03-21,Paris,France,26960.31,694.0,9.0,2.0,1.0,1,,0
15676895,Cattaneo,Female,1982-08-15,Hamburg,Germany,85746.52,547.0,6.0,3.0,1.0,1,74596.15,1
15637753,O'Sullivan,Male,1971-06-17,Hamburg,Germany,77206.25,751.0,2.0,1.0,1.0,0,96888.39,1
15605461,Lucas,Female,1992-12-13,Berlin,Germany,61048.53,594.0,3.0,1.0,1.0,0,130830.22,0
15808473,Ringrose,Male,1949-08-23,Marseile,France,111981.19,673.0,1.0,2.0,0.0,1,,0
15627000,Freeman,Male,1981-04-04,Marseile,France,62232.6,610.0,0.0,2.0,1.0,0,,0
15787174,Sergeyev,Female,1984-09-09,Marseile,France,156105.03,512.0,1.0,2.0,0.0,1,,0
15723886,Fiore,Male,2001-10-24,Munich,Germany,150135.38,767.0,3.0,2.0,0.0,1,119714.25,0
15704769,Smith,Female,1954-01-02,Paris,France,93146.11,585.0,5.0,2.0,0.0,1,113978.97,0
15772896,Dumetochukwu,Male,1979-05-26,Munich,Germany,33462.94,763.0,6.0,1.0,1.0,0,100160.75,1
15711540,Pacheco,Female,1992-11-16,Marseile,France,144375.0,712.0,2.0,1.0,1.0,1,,0
15764866,Synnot,Female,1978-08-12,Hamburg,Germany,55803.96,539.0,3.0,3.0,1.0,0,116220.5,1
15794056,Johnston,Female,1975-12-19,Paris,France,89048.46,668.0,2.0,3.0,1.0,0,,1
15795149,Stevens,Male,1993-08-10,Paris,France,162812.16,703.0,2.0,2.0,0.0,1,81173.83,0
15812009,Grant,Male,1983-01-30,Madrid,Spain,136259.65,662.0,4.0,2.0,1.0,0,,0
15651001,Tsao,Female,1982-10-04,Munich,Germany,124052.97,725.0,5.0,1.0,1.0,0,116803.8,0
15813844,Barnes,Male,1984-02-24,Marseile,France,74158.8,703.0,8.0,2.0,0.0,1,105961.68,0
15596175,McIntosh,Male,1954-04-08,Berlin,Germany,45071.09,659.0,6.0,1.0,1.0,1,117411.6,1
